"Providence"	70.1	8:09
"Mansfield"	40.0	8:24
"Sharon"	29.2	8:29
"Route 128"	18.8	8:35
"Ruggles"	4.0	8:44
"Back Bay"	2.1	8:46
"South Station"	0.0	8:47
