"Providence"	70.1	7:30
"South Attleboro"	59.7	7:39
"Attleboro"	51.4	7:49
"Mansfield"	40.0	7:59
"Sharon"	29.2	8:08
"Route 128"	18.8	8:16
"Hyde Park"	13.5	8:21
"Back Bay"	2.1	8:31
"South Station"	0	8:37
