"Providence"	70.1	5:41
"Pawtucket"	63.6	5:46
"South Attleboro"	59.7	5:49
"Attleboro"	51.4	5:54
"Mansfield"	40.0	6:00
"Sharon"	29.2	6:05
"Canton Jct"	24.1	6:09
"Route 128"	18.8	6:12
"Readville"	15.5	6:15
"Hyde Park"	13.5	6:17
"Cummins Hwy"	10.6	6:19
"Forest Hills"	8.3	6:23
"Ruggles"	4.0	6:26
"Back Bay"	2.1	6:28
"South Station"	0.0	6:30
