"Providence"	70.1	9:45
"Pawtucket"	63.6	9:40
"South Attleboro"	59.7	9:37
"Attleboro"	51.4	9:32
"Mansfield"	40.0	9:26
"Sharon"	29.2	9:21
"Canton Jct"	24.1	9:17
"Route 128"	18.8	9:14
"Readville"	15.5	9:11
"Hyde Park"	13.5	9:09
"Cummins Hwy"	10.6	9:07
"Forest Hills"	8.3	9:03
"Ruggles"	4.0	9:00
"Back Bay"	2.1	8:58
"South Station"	0.0	8:56
