"Providence"	70.1	5:25
"South Attleboro"	59.7	5:34
"Attleboro"	51.4	5:44
"Mansfield"	40.0	5:54
"Sharon"	29.2	6:03
"Canton Jct."	24.1	6:10
"Route 128"	18.8	6:15
"Hyde Park"	13.5	6:20
"Ruggles"	4.0	6:30
"Back Bay"	2.1	6:34
"South Station"	0	6:40
