"Providence"	70.1	7:54
"Mansfield"	40.0	8:09
"Sharon"	29.2	8:14
"Route 128"	18.8	8:20
"Ruggles"	4.0	8:29
"Back Bay"	2.1	8:31
"South Station"	0.0	8:32
