"Providence"	70.1	7:11
"Pawtucket"	63.6	7:16
"South Attleboro"	59.7	7:19
"Attleboro"	51.4	7:24
"Mansfield"	40.0	7:30
"Sharon"	29.2	7:35
"Canton Jct"	24.1	7:39
"Route 128"	18.8	7:42
"Readville"	15.5	7:45
"Hyde Park"	13.5	7:47
"Cummins Hwy"	10.6	7:49
"Forest Hills"	8.3	7:53
"Ruggles"	4.0	7:56
"Back Bay"	2.1	7:58
"South Station"	0.0	8:00
