"Providence"	70.1	7:26
"Pawtucket"	63.6	7:31
"South Attleboro"	59.7	7:34
"Attleboro"	51.4	7:39
"Mansfield"	40.0	7:45
"Sharon"	29.2	7:50
"Canton Jct"	24.1	7:54
"Route 128"	18.8	7:57
"Readville"	15.5	8:00
"Hyde Park"	13.5	8:02
"Cummins Hwy"	10.6	8:04
"Forest Hills"	8.3	8:08
"Ruggles"	4.0	8:11
"Back Bay"	2.1	8:13
"South Station"	0.0	8:15
