"Providence"	70.1	7:24
"Mansfield"	40.0	7:39
"Sharon"	29.2	7:44
"Route 128"	18.8	7:50
"Ruggles"	4.0	7:59
"Back Bay"	2.1	8:01
"South Station"	0.0	8:02
