"Providence"	70.1	10:30
"Pawtucket"	63.6	10:25
"South Attleboro"	59.7	10:22
"Attleboro"	51.4	10:17
"Mansfield"	40.0	10:11
"Sharon"	29.2	10:06
"Canton Jct"	24.1	10:02
"Route 128"	18.8	9:59
"Readville"	15.5	9:56
"Hyde Park"	13.5	9:54
"Cummins Hwy"	10.6	9:52
"Forest Hills"	8.3	9:48
"Ruggles"	4.0	9:45
"Back Bay"	2.1	9:43
"South Station"	0.0	9:41
