"Providence"	70.1	6:11
"Pawtucket"	63.6	6:16
"South Attleboro"	59.7	6:19
"Attleboro"	51.4	6:24
"Mansfield"	40.0	6:30
"Sharon"	29.2	6:35
"Canton Jct"	24.1	6:39
"Route 128"	18.8	6:42
"Readville"	15.5	6:45
"Hyde Park"	13.5	6:47
"Cummins Hwy"	10.6	6:49
"Forest Hills"	8.3	6:53
"Ruggles"	4.0	6:56
"Back Bay"	2.1	6:58
"South Station"	0.0	7:00
