"Providence"	70.1	8:15
"Pawtucket"	63.6	8:10
"South Attleboro"	59.7	8:07
"Attleboro"	51.4	8:02
"Mansfield"	40.0	7:56
"Sharon"	29.2	7:51
"Canton Jct"	24.1	7:47
"Route 128"	18.8	7:44
"Readville"	15.5	7:41
"Hyde Park"	13.5	7:39
"Cummins Hwy"	10.6	7:37
"Forest Hills"	8.3	7:33
"Ruggles"	4.0	7:30
"Back Bay"	2.1	7:28
"South Station"	0.0	7:26
