"Providence"	70.1	6:26
"Pawtucket"	63.6	6:31
"South Attleboro"	59.7	6:34
"Attleboro"	51.4	6:39
"Mansfield"	40.0	6:45
"Sharon"	29.2	6:50
"Canton Jct"	24.1	6:54
"Route 128"	18.8	6:57
"Readville"	15.5	7:00
"Hyde Park"	13.5	7:02
"Cummins Hwy"	10.6	7:04
"Forest Hills"	8.3	7:08
"Ruggles"	4.0	7:11
"Back Bay"	2.1	7:13
"South Station"	0.0	7:15
