"Providence"	70.1	12:00
"Pawtucket"	63.6	11:55
"South Attleboro"	59.7	11:52
"Attleboro"	51.4	11:47
"Mansfield"	40.0	11:41
"Sharon"	29.2	11:36
"Canton Jct"	24.1	11:32
"Route 128"	18.8	11:29
"Readville"	15.5	11:26
"Hyde Park"	13.5	11:24
"Cummins Hwy"	10.6	11:22
"Forest Hills"	8.3	11:18
"Ruggles"	4.0	11:15
"Back Bay"	2.1	11:13
"South Station"	0.0	11:11
