"Providence"	70.1	7:09
"Mansfield"	40.0	7:24
"Sharon"	29.2	7:29
"Route 128"	18.8	7:35
"Ruggles"	4.0	7:44
"Back Bay"	2.1	7:46
"South Station"	0.0	7:47
