"Providence"	70.1	4:11
"Pawtucket"	63.6	4:16
"South Attleboro"	59.7	4:19
"Attleboro"	51.4	4:24
"Mansfield"	40.0	4:30
"Sharon"	29.2	4:35
"Canton Jct"	24.1	4:39
"Route 128"	18.8	4:42
"Readville"	15.5	4:45
"Hyde Park"	13.5	4:47
"Cummins Hwy"	10.6	4:49
"Forest Hills"	8.3	4:53
"Ruggles"	4.0	4:56
"Back Bay"	2.1	4:58
"South Station"	0.0	5:00
