"Providence"	70.1	8:30
"Pawtucket"	63.6	8:25
"South Attleboro"	59.7	8:22
"Attleboro"	51.4	8:17
"Mansfield"	40.0	8:11
"Sharon"	29.2	8:06
"Canton Jct"	24.1	8:02
"Route 128"	18.8	7:59
"Readville"	15.5	7:56
"Hyde Park"	13.5	7:54
"Cummins Hwy"	10.6	7:52
"Forest Hills"	8.3	7:48
"Ruggles"	4.0	7:45
"Back Bay"	2.1	7:43
"South Station"	0.0	7:41
