"Providence"	70.1	7:00
"Pawtucket"	63.6	6:55
"South Attleboro"	59.7	6:52
"Attleboro"	51.4	6:47
"Mansfield"	40.0	6:41
"Sharon"	29.2	6:36
"Canton Jct"	24.1	6:32
"Route 128"	18.8	6:29
"Readville"	15.5	6:26
"Hyde Park"	13.5	6:24
"Cummins Hwy"	10.6	6:22
"Forest Hills"	8.3	6:18
"Ruggles"	4.0	6:15
"Back Bay"	2.1	6:13
"South Station"	0.0	6:11
