"Providence"	70.1	8:40
"Pawtucket"	63.6	8:35
"South Attleboro"	59.7	8:32
"Attleboro"	51.4	8:27
"Mansfield"	40.0	8:21
"Sharon"	29.2	8:16
"Canton Jct"	24.1	8:12
"Route 128"	18.8	8:09
"Readville"	15.5	8:06
"Hyde Park"	13.5	8:04
"Cummins Hwy"	10.6	8:02
"Forest Hills"	8.3	7:58
"Ruggles"	4.0	7:55
"Back Bay"	2.1	7:53
"South Station"	0.0	7:51
