"Providence"	70.1	6:23
"South Attleboro"	59.7	6:32
"Attleboro"	51.4	6:42
"Mansfield"	40.0	6:54
"Sharon"	29.2	7:04
"Route 128"	18.8	7:12
"Ruggles"	4.0	7:26
"Back Bay"	2.1	7:30
"South Station"	0	7:36
