"Providence"	70.1	11:11
"Pawtucket"	63.6	11:16
"South Attleboro"	59.7	11:19
"Attleboro"	51.4	11:24
"Mansfield"	40.0	11:30
"Sharon"	29.2	11:35
"Canton Jct"	24.1	11:39
"Route 128"	18.8	11:42
"Readville"	15.5	11:45
"Hyde Park"	13.5	11:47
"Cummins Hwy"	10.6	11:49
"Forest Hills"	8.3	11:53
"Ruggles"	4.0	11:56
"Back Bay"	2.1	11:58
"South Station"	0.0	12:00
