"Providence"	70.1	5:26
"Pawtucket"	63.6	5:31
"South Attleboro"	59.7	5:34
"Attleboro"	51.4	5:39
"Mansfield"	40.0	5:45
"Sharon"	29.2	5:50
"Canton Jct"	24.1	5:54
"Route 128"	18.8	5:57
"Readville"	15.5	6:00
"Hyde Park"	13.5	6:02
"Cummins Hwy"	10.6	6:04
"Forest Hills"	8.3	6:08
"Ruggles"	4.0	6:11
"Back Bay"	2.1	6:13
"South Station"	0.0	6:15
