"Providence"	70.1	8:25
"South Attleboro"	59.7	8:34
"Attleboro"	51.4	8:44
"Mansfield"	40.0	8:54
"Sharon"	29.2	9:03
"Canton Jct."	24.1	9:10
"Route 128"	18.8	9:15
"Hyde Park"	13.5	9:20
"Ruggles"	4.0	9:29
"Back Bay"	2.1	9:33
"South Station"	0	9:39
