"Providence"	70.1	9:30
"Pawtucket"	63.6	9:25
"South Attleboro"	59.7	9:22
"Attleboro"	51.4	9:17
"Mansfield"	40.0	9:11
"Sharon"	29.2	9:06
"Canton Jct"	24.1	9:02
"Route 128"	18.8	8:59
"Readville"	15.5	8:56
"Hyde Park"	13.5	8:54
"Cummins Hwy"	10.6	8:52
"Forest Hills"	8.3	8:48
"Ruggles"	4.0	8:45
"Back Bay"	2.1	8:43
"South Station"	0.0	8:41
