"Providence"	70.1	5:56
"Pawtucket"	63.6	6:01
"South Attleboro"	59.7	6:04
"Attleboro"	51.4	6:09
"Mansfield"	40.0	6:15
"Sharon"	29.2	6:20
"Canton Jct"	24.1	6:24
"Route 128"	18.8	6:27
"Readville"	15.5	6:30
"Hyde Park"	13.5	6:32
"Cummins Hwy"	10.6	6:34
"Forest Hills"	8.3	6:38
"Ruggles"	4.0	6:41
"Back Bay"	2.1	6:43
"South Station"	0.0	6:45
