"Providence"	70.1	9:20
"Pawtucket"	63.6	9:15
"South Attleboro"	59.7	9:12
"Attleboro"	51.4	9:07
"Mansfield"	40.0	9:01
"Sharon"	29.2	8:56
"Canton Jct"	24.1	8:52
"Route 128"	18.8	8:49
"Readville"	15.5	8:46
"Hyde Park"	13.5	8:44
"Cummins Hwy"	10.6	8:42
"Forest Hills"	8.3	8:38
"Ruggles"	4.0	8:35
"Back Bay"	2.1	8:33
"South Station"	0.0	8:31
