"Providence"	70.1	7:39
"Mansfield"	40.0	7:54
"Sharon"	29.2	7:59
"Route 128"	18.8	8:05
"Ruggles"	4.0	8:14
"Back Bay"	2.1	8:16
"South Station"	0.0	8:17
