"","x"
"X300",0
"X303",0
"X315",0
"X330",0
"X333",0
"X345",0
"X360",0
"X363",1
"X375",1
"X390",1
"X393",1
"X405",1
"X420",1
"X423",2
"X435",1
"X450",1
"X453",2
"X465",1
"X480",2
"X483",3
"X495",2
"X510",2
"X513",3
"X525",3
"X540",2
"X543",2
"X555",1
"X570",1
"X573",1
"X585",1
"X600",1
"X603",1
"X615",1
"X630",1
"X633",1
"X645",1
"X660",1
"X663",1
"X675",1
"X690",1
"X693",1
"X705",1
